Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,sqr_Annual Income,sqrt_Annual Income,sqr_Tax Liens,sqrt_Tax Liens,sqr_Number of Open Accounts,sqrt_Number of Open Accounts,sqr_Years of Credit History,sqrt_Years of Credit History,sqr_Maximum Open Credit,sqrt_Maximum Open Credit,sqr_Number of Credit Problems,sqrt_Number of Credit Problems,sqr_Months since last delinquent,sqrt_Months since last delinquent,sqr_Bankruptcies,sqrt_Bankruptcies,sqr_Current Loan Amount,sqrt_Current Loan Amount,sqr_Current Credit Balance,sqrt_Current Credit Balance,sqr_Monthly Debt,sqrt_Monthly Debt,sqr_Credit Score,sqrt_Credit Score,Term_bin,Years in current job_1 year,Years in current job_10more years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_less 1 year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_renewable energy,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Id
Home Mortgage,1137568.0,10+ years,0.0,16.0,32.0,1220494.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,550660.0,666178.0,35454.0,722.0,1,1294060954624.0,1066.5683288003634,0.0,0.0,256.0,4.0,1024.0,5.656854249492381,1489605604036.0,1104.759702378757,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,303226435600.0,742.0646872072542,443793127684.0,816.1972800738802,1256986116.0,188.29232591903474,521284.0,26.870057685088806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,496
Rent,536826.0,< 1 year,0.0,9.0,11.0,295438.0,0.0,44.0,0.0,debt consolidation,Short Term,163108.0,165604.0,7426.0,713.0,0,288182154276.0,732.684106556161,0.0,0.0,81.0,3.0,121.0,3.3166247903554,87283611844.0,543.5420866869464,0.0,0.0,1936.0,6.6332495807108,0.0,0.0,26604219664.0,403.86631451508805,27424684816.0,406.94471368970994,55145476.0,86.17424209124209,508369.0,26.70205984563738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,497
Home Mortgage,2125739.0,8 years,0.0,11.0,22.6,953744.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,447524.0,733894.0,28875.0,727.0,0,4518766296121.0,1457.99142658659,0.0,0.0,121.0,3.3166247903554,510.76000000000005,4.753945729601885,909627617536.0,976.5981773482889,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,200277730576.0,668.9723462146997,538600403236.0,856.6761348374308,833765625.0,169.9264546796643,528529.0,26.962937525425527,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,498
Home Mortgage,1042397.0,1 year,0.0,5.0,14.9,194018.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,529672.0,152988.0,11206.0,720.0,1,1086591505609.0,1020.978452270174,0.0,0.0,25.0,2.23606797749979,222.01000000000002,3.8600518131237567,37642984324.0,440.4747438843685,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,280552427584.0,727.7856827390876,23405328144.0,391.1368047115996,125574436.0,105.85839598255775,518400.0,26.832815729997478,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,499
Home Mortgage,1615494.0,5 years,0.0,10.0,16.9,1320594.0,0.0,34.69260017548991,0.0,other,Short Term,99999999.0,250914.0,8158.0,747.0,0,2609820864036.0,1271.0208495536176,0.0,0.0,100.0,3.1622776601683795,285.60999999999996,4.110960958218893,1743968512836.0,1149.1710055513931,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,62957835396.0,500.91316612762336,66552964.0,90.3216474606171,558009.0,27.331300737432898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,500
Home Mortgage,973674.0,1 year,0.0,15.0,21.5,1117754.0,0.0,5.0,0.0,debt consolidation,Short Term,394592.0,335939.0,20366.0,703.0,0,948041058276.0,986.7492082591199,0.0,0.0,225.0,3.872983346207417,462.25,4.636809247747852,1249374004516.0,1057.2388566449872,0.0,0.0,25.0,2.23606797749979,0.0,0.0,155702846464.0,628.1655832660684,112855011721.0,579.6024499603154,414773956.0,142.70949512909084,494209.0,26.514147167125703,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,501
Rent,582084.0,7 years,0.0,8.0,13.2,416768.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,99999999.0,217417.0,8149.0,751.0,0,338821783056.0,762.9442967871246,0.0,0.0,64.0,2.8284271247461903,174.23999999999998,3.63318042491699,173695565824.0,645.5757120586245,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,47270151889.0,466.279958823023,66406201.0,90.27181176868004,564001.0,27.40437921208944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,502
Home Mortgage,906737.0,10+ years,0.0,16.0,26.0,700150.0,1.0,51.0,1.0,debt consolidation,Long Term,450912.0,151164.0,13752.0,685.0,0,822171987169.0,952.2273888100468,0.0,0.0,256.0,4.0,676.0,5.0990195135927845,490210022500.0,836.7496638780323,1.0,1.0,2601.0,7.14142842854285,1.0,1.0,203321631744.0,671.4998138495647,22850554896.0,388.79814814373793,189117504.0,117.26892171415238,469225.0,26.1725046566048,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,503
Rent,1366391.7201749957,10+ years,0.0,11.0,29.8,518650.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,422114.0,310403.0,22521.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,121.0,3.3166247903554,888.0400000000001,5.458937625582473,268997822500.0,720.173590185033,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,178180228996.0,649.7030090741462,96350022409.0,557.1382234239543,507195441.0,150.06998367428446,1325002.427814051,33.927680408431776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,504
Home Mortgage,1623550.0,10+ years,0.0,15.0,18.4,555280.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,437184.0,402363.0,30847.0,653.0,0,2635914602500.0,1274.186014677606,0.0,0.0,225.0,3.872983346207417,338.55999999999995,4.2895221179054435,308335878400.0,745.1711212869162,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,191129849856.0,661.1989110698837,161895983769.0,634.3208967076522,951537409.0,175.63314038073793,426409.0,25.553864678361276,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,505
Rent,1346226.0,2 years,0.0,8.0,12.8,358886.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,267212.0,158061.0,19072.0,698.0,0,1812324443076.0,1160.2697962112088,0.0,0.0,64.0,2.8284271247461903,163.84000000000003,3.5777087639996634,128799160996.0,599.0709473843644,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,71402252944.0,516.9255265509723,24983279721.0,397.5688619597868,363741184.0,138.10141201305655,487204.0,26.419689627245813,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,506
Home Mortgage,764978.0,10+ years,0.0,14.0,15.9,86504.0,1.0,59.0,1.0,debt consolidation,Short Term,172832.0,39900.0,9881.0,725.0,0,585191340484.0,874.6302075734636,0.0,0.0,196.0,3.7416573867739413,252.81,3.987480407475377,7482942016.0,294.1156235224508,1.0,1.0,3481.0,7.681145747868608,1.0,1.0,29870900224.0,415.73068205269624,1592010000.0,199.74984355438178,97634161.0,99.40321926376429,525625.0,26.92582403567252,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,507
Home Mortgage,1343167.0,10+ years,0.0,11.0,31.4,541596.0,0.0,17.0,0.0,debt consolidation,Long Term,311058.0,247912.0,21379.0,675.0,0,1804097589889.0,1158.9508186286423,0.0,0.0,121.0,3.3166247903554,985.9599999999999,5.60357029044876,293326227216.0,735.9320620818202,0.0,0.0,289.0,4.123105625617661,0.0,0.0,96757079364.0,557.7257390510142,61460359744.0,497.9076219541131,457061641.0,146.21559424356897,455625.0,25.98076211353316,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,508
Rent,2015672.0,1 year,0.0,8.0,24.0,242088.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,82126.0,157016.0,23180.0,717.0,0,4062933611584.0,1419.7436388306164,0.0,0.0,64.0,2.8284271247461903,576.0,4.898979485566356,58606599744.0,492.0243896393755,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,6744679876.0,286.5763423592394,24654024256.0,396.25244478741075,537312400.0,152.24979474534604,514089.0,26.77685567799177,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,509
Rent,615144.0,3 years,0.0,8.0,8.2,136004.0,0.0,39.0,0.0,debt consolidation,Short Term,141372.0,61199.0,20454.0,639.0,1,378402140736.0,784.3111627409112,0.0,0.0,64.0,2.8284271247461903,67.24,2.8635642126552705,18497088016.0,368.78720151328463,0.0,0.0,1521.0,6.244997998398398,0.0,0.0,19986042384.0,375.9946808134392,3745317601.0,247.38431639859468,418366116.0,143.01748144894736,408321.0,25.278449319529077,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,510
Home Mortgage,1950863.0,10+ years,0.0,10.0,14.0,1437612.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,605836.0,972154.0,39505.0,746.0,0,3805866444769.0,1396.7329737641337,0.0,0.0,100.0,3.1622776601683795,196.0,3.7416573867739413,2066728262544.0,1199.0045871471884,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,367037258896.0,778.3546749393878,945083399716.0,985.9787015955263,1560645025.0,198.75864761061342,556516.0,27.313000567495326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,511
Home Mortgage,1366391.7201749957,7 years,0.0,21.0,19.2,1256090.0,0.0,41.0,0.0,debt consolidation,Short Term,558646.0,485982.0,17489.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,441.0,4.58257569495584,368.64,4.381780460041329,1577762088100.0,1120.7542103423034,0.0,0.0,1681.0,6.4031242374328485,0.0,0.0,312085353316.0,747.4262505424866,236178504324.0,697.124092253309,305865121.0,132.24598292575845,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,512
Home Mortgage,2242342.0,2 years,0.0,11.0,21.8,253022.0,0.0,24.0,0.0,home improvements,Long Term,442618.0,145958.0,17434.0,673.0,0,5028097644964.0,1497.4451575934258,0.0,0.0,121.0,3.3166247903554,475.24,4.669047011971501,64020132484.0,503.01292229921887,0.0,0.0,576.0,4.898979485566356,0.0,0.0,195910693924.0,665.2954231016474,21303737764.0,382.04450002584775,303944356.0,132.0378733545796,452929.0,25.942243542145693,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,513
Home Mortgage,1810092.0,10+ years,0.0,25.0,29.3,856174.0,0.0,8.0,0.0,home improvements,Short Term,199650.0,465842.0,40275.0,737.0,0,3276433048464.0,1345.3965958036315,0.0,0.0,625.0,5.0,858.49,5.412947441089743,733033918276.0,925.2967091695507,0.0,0.0,64.0,2.8284271247461903,0.0,0.0,39860122500.0,446.8221122549778,217008768964.0,682.5261899736888,1622075625.0,200.6863224038948,543169.0,27.147743920996454,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,514
Home Mortgage,1618629.0,6 years,0.0,16.0,19.8,949124.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,763928.0,744287.0,31698.0,7170.0,1,2619959839641.0,1272.2535124730448,0.0,0.0,256.0,4.0,392.04,4.449719092257398,900836367376.0,974.2299523213193,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,583585989184.0,874.0297477774999,553963138369.0,862.7206964017961,1004763204.0,178.03932149949347,51408900.0,84.67585252006619,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,515
Rent,1915770.0,2 years,0.0,17.0,15.4,654346.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,99999999.0,413098.0,22031.0,734.0,0,3670174692900.0,1384.1134346577235,0.0,0.0,289.0,4.123105625617661,237.16000000000003,3.924283374069717,428168687716.0,808.9165593557842,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,170649957604.0,642.7270027002133,485364961.0,148.4284339336638,538756.0,27.09243436828813,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,516
Own Home,1366391.7201749957,4 years,0.0,5.0,11.4,198924.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,138424.0,114076.0,10382.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,25.0,2.23606797749979,129.96,3.3763886032268267,39570757776.0,446.0089685196924,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,19161203776.0,372.05375955633076,13013333776.0,337.75138785799237,107785924.0,101.89209979188769,1325002.427814051,33.927680408431776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,517
Home Mortgage,1366391.7201749957,5 years,0.0,23.0,24.4,761244.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,631180.0,409583.0,23607.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,529.0,4.795831523312719,595.3599999999999,4.9396356140913875,579492427536.0,872.4929799144518,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,398388192400.0,794.4683757079322,167758233889.0,639.9867186121912,557290449.0,153.64569632762255,1325002.427814051,33.927680408431776,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,518
Home Mortgage,1366391.7201749957,10+ years,0.0,15.0,10.5,451440.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,482372.0,213655.0,15574.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,225.0,3.872983346207417,110.25,3.24037034920393,203798073600.0,671.8928486001321,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,232682746384.0,694.530056944982,45648459025.0,462.2282985711714,242549476.0,124.79583326377528,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,519
Home Mortgage,1360058.0,2 years,0.0,20.0,31.7,1106380.0,0.0,14.0,0.0,debt consolidation,Short Term,250448.0,540816.0,20174.0,741.0,0,1849757763364.0,1166.2152459987822,0.0,0.0,400.0,4.47213595499958,1004.89,5.630275304103699,1224076704400.0,1051.8459963321627,0.0,0.0,196.0,3.7416573867739413,0.0,0.0,62724200704.0,500.4477994756296,292481945856.0,735.4019309194123,406990276.0,142.03520690307738,549081.0,27.2213151776324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,520
Rent,1366391.7201749957,10+ years,0.0,9.0,18.4,321178.0,0.0,1.0,0.0,debt consolidation,Short Term,345972.0,62700.0,32032.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,81.0,3.0,338.55999999999995,4.2895221179054435,103155307684.0,566.7256832013175,0.0,0.0,1.0,1.0,0.0,0.0,119696624784.0,588.1938455985407,3931290000.0,250.3996805109783,1026049024.0,178.97485856957675,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,521
Rent,1030370.0,6 years,0.0,12.0,16.8,438262.0,0.0,82.0,0.0,debt consolidation,Short Term,216920.0,269496.0,15456.0,741.0,0,1061662336900.0,1015.0714260582848,0.0,0.0,144.0,3.4641016151377544,282.24,4.09878030638384,192073580644.0,662.0135950265674,0.0,0.0,6724.0,9.055385138137417,0.0,0.0,47054286400.0,465.7467122803982,72628094016.0,519.1300415117583,238887936.0,124.32216214336043,549081.0,27.2213151776324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,522
Rent,1366391.7201749957,10+ years,0.0,5.0,24.1,33682.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,471526.0,24377.0,22793.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,25.0,2.23606797749979,580.8100000000001,4.909175083453431,1134477124.0,183.52656483463096,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,222336768676.0,686.6775080050314,594238129.0,156.13135495473034,519520849.0,150.973507609779,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,523
Home Mortgage,1153148.0,2 years,0.0,13.0,11.8,1074986.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,300960.0,410343.0,20949.0,745.0,1,1329750309904.0,1073.847288956861,0.0,0.0,169.0,3.605551275463989,139.24,3.4351128074635335,1155594900196.0,1036.8153162448941,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,90576921600.0,548.5982136317981,168381377649.0,640.5802057510051,438860601.0,144.73769377739856,555025.0,27.294688127912362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,524
Home Mortgage,3083909.0,10+ years,0.0,8.0,20.4,408342.0,0.0,42.0,0.0,debt consolidation,Short Term,99999999.0,223592.0,22461.0,746.0,0,9510494720281.0,1756.1062040776462,0.0,0.0,64.0,2.8284271247461903,416.15999999999997,4.516635916254486,166743188964.0,639.0164317136141,0.0,0.0,1764.0,6.48074069840786,0.0,0.0,9999999800000000.0,9999.99995,49993382464.0,472.8551575271227,504496521.0,149.86994361779148,556516.0,27.313000567495326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,525
Home Mortgage,1300474.0,3 years,0.0,11.0,15.0,585178.0,0.0,61.0,0.0,debt consolidation,Short Term,536184.0,336585.0,21891.0,722.0,0,1691232624676.0,1140.383268905678,0.0,0.0,121.0,3.3166247903554,225.0,3.872983346207417,342433291684.0,764.9692804289595,0.0,0.0,3721.0,7.810249675906654,0.0,0.0,287493281856.0,732.2458603501968,113289462225.0,580.1594608381389,479215881.0,147.95607456268905,521284.0,26.870057685088806,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,526
Home Mortgage,2985888.0,2 years,0.0,14.0,21.8,1038950.0,0.0,34.69260017548991,0.0,business loan,Short Term,756294.0,641554.0,46779.0,746.0,1,8915527148544.0,1727.9722219989533,0.0,0.0,196.0,3.7416573867739413,475.24,4.669047011971501,1079417102500.0,1019.2889678594584,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,571980614436.0,869.6516543996222,411591534916.0,800.9706611355999,2188274841.0,216.28453481467417,556516.0,27.313000567495326,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,527
Rent,1052220.0,8 years,0.0,9.0,13.0,365310.0,0.0,48.0,0.0,debt consolidation,Short Term,221518.0,167846.0,13153.0,745.0,0,1107166928400.0,1025.7777537069128,0.0,0.0,81.0,3.0,169.0,3.605551275463989,133451396100.0,604.4088020537093,0.0,0.0,2304.0,6.928203230275509,0.0,0.0,49070224324.0,470.6569876247457,28172279716.0,409.69012680317303,173001409.0,114.68652928744508,555025.0,27.294688127912362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,528
Rent,1039053.0,10+ years,0.0,5.0,21.0,652124.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,262504.0,397613.0,14607.0,742.0,0,1079631136809.0,1019.3394920241244,0.0,0.0,25.0,2.23606797749979,441.0,4.58257569495584,425265711376.0,807.5419493747678,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,68908350016.0,512.351441883401,158096097769.0,630.5656191071632,213364449.0,120.85942247090212,550564.0,27.23967694375247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,529
Own Home,742691.0,8 years,0.0,12.0,30.4,323620.0,1.0,34.69260017548991,1.0,debt consolidation,Short Term,357390.0,69312.0,10583.0,744.0,0,551589921481.0,861.7952192951641,0.0,0.0,144.0,3.4641016151377544,924.16,5.513619500836088,104729904400.0,568.8760849253553,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,127727612100.0,597.8210434569863,4804153344.0,263.27172275046934,111999889.0,102.87370898339381,553536.0,27.27636339397171,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,530
Home Mortgage,1578178.0,10+ years,0.0,22.0,24.7,2835976.0,0.0,42.0,0.0,debt consolidation,Long Term,343970.0,494741.0,29591.0,745.0,0,2490645799684.0,1256.255547251434,0.0,0.0,484.0,4.69041575982343,610.0899999999999,4.969909455915671,8042759872576.0,1684.0356290767722,0.0,0.0,1764.0,6.48074069840786,0.0,0.0,118315360900.0,586.4895565992629,244768657081.0,703.378276605128,875627281.0,172.02034763364477,555025.0,27.294688127912362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,531
Home Mortgage,1366391.7201749957,9 years,0.0,10.0,42.6,200552.0,0.0,14.0,0.0,debt consolidation,Short Term,675400.0,131290.0,39528.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,100.0,3.1622776601683795,1814.7600000000002,6.526867548832288,40221104704.0,447.8303250116053,0.0,0.0,196.0,3.7416573867739413,0.0,0.0,456165160000.0,821.8272324521743,17237064100.0,362.33961969401025,1562462784.0,198.8164983093707,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,532
Rent,1358994.0,7 years,0.0,7.0,15.5,211442.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,215798.0,114133.0,2503.0,725.0,0,1846864692036.0,1165.758980235623,0.0,0.0,49.0,2.6457513110645907,240.25,3.9370039370059056,44707719364.0,459.82822879853734,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,46568776804.0,464.54063331424516,13026341689.0,337.83575891252246,6265009.0,50.02999100539596,525625.0,26.92582403567252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,533
Own Home,412072.0,10+ years,0.0,4.0,22.9,234256.0,0.0,34.69260017548991,0.0,other,Short Term,159412.0,159410.0,5134.0,7450.0,1,169803333184.0,641.9283449108631,0.0,0.0,16.0,2.0,524.41,4.78539444560216,54875873536.0,484.0,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,25412185744.0,399.26432347506335,25411548100.0,399.2618188607571,26357956.0,71.65193647069142,55502500.0,86.31338250816034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,534
Home Mortgage,1366391.7201749957,10+ years,0.0,11.0,13.7,107404.0,1.0,4.0,0.0,debt consolidation,Short Term,131538.0,82004.0,10530.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,121.0,3.3166247903554,187.68999999999997,3.7013511046643495,11535619216.0,327.7254948886339,1.0,1.0,16.0,2.0,0.0,0.0,17302245444.0,362.6816786108722,6724656016.0,286.3634054833124,110880900.0,102.61578825892242,1325002.427814051,33.927680408431776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,535
Rent,504412.0,9 years,0.0,7.0,8.6,315678.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,99999999.0,38171.0,1736.0,709.0,0,254431465744.0,710.2196843230973,0.0,0.0,49.0,2.6457513110645907,73.96,2.932575659723036,99652599684.0,561.852293756998,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,9999999800000000.0,9999.99995,1457025241.0,195.37400031734006,3013696.0,41.66533331199932,502681.0,26.627053911388696,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,536
Home Mortgage,1959698.0,10+ years,0.0,20.0,22.7,780472.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,756382.0,297920.0,47359.0,717.0,1,3840416251204.0,1399.8921387021217,0.0,0.0,400.0,4.47213595499958,515.29,4.764451699828638,609136542784.0,883.443263599876,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,572113729924.0,869.7022478986702,88756326400.0,545.820483309302,2242874881.0,217.62123058194484,514089.0,26.77685567799177,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,537
Rent,1213036.0,10+ years,0.0,11.0,15.8,305448.0,2.0,34.69260017548991,2.0,debt consolidation,Short Term,44594.0,13186.0,15769.0,749.0,0,1471456337296.0,1101.3791354479165,0.0,0.0,121.0,3.3166247903554,249.64000000000001,3.9749213828703582,93298480704.0,552.6735021692283,4.0,1.4142135623730951,1203.5765069364024,5.890042459565967,4.0,1.4142135623730951,1988624836.0,211.17291492992183,173870596.0,114.8303095876694,248661361.0,125.57467897629681,561001.0,27.367864366808018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,538
Rent,449711.0,5 years,0.0,12.0,18.5,570152.0,0.0,32.0,0.0,debt consolidation,Short Term,104148.0,132449.0,7495.0,715.0,0,202239983521.0,670.6049507720622,0.0,0.0,144.0,3.4641016151377544,342.25,4.301162633521313,325073303104.0,755.0841012761426,0.0,0.0,1024.0,5.656854249492381,0.0,0.0,10846805904.0,322.7196926126449,17542737601.0,363.93543383407996,56175025.0,86.57366805212772,511225.0,26.739483914241877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,539
